SampleID,Name,Time,Date,Latitude (decimal degrees),Longitude (decimal degrees),Salinity (psu),temperature(C),Pressure (dbars),Total P (micromol/kgSW),Total Si (micromol/kgSW),TA (micromol/kgSW),TCO2 (micromol/kgSW),pH,fCO2 (microatm),pCO2 (microatm),HCO3 (micromol/kgSW),CO3 (micromol/kgSW),CO2 (micromol/kgSW),B Alk (micromol/kgSW),OH (micromol/kgSW),P Alk (micromol/kgSW),Si Alk (micromol/kgSW),Revelle,O Ca,O Ar ,xCO2  (dry at 1 atm) (ppm),t(C) adjusted,P (dbars) adjusted,pH adjusted,fCO2 adjusted (microatm),pCO2 adjusted(microatm),HCO3 adjusted(micromol/kgSW),CO3 adjusted (micromol/kgSW),CO2 adjusted(micromol/kgSW),B Alk adjusted(micromol/kgSW),OH adjusted (micromol/kgSW),P Alk adjusted(micromol/kgSW),Si Alk adjusted (micromol/kgSW),Revelle adjusted,O Ca adjusted,O Ar adjusted,xCO2 out (dry at 1 atm) (ppm),pCO2_air (microatm),Windspeed,CO2 Flux (mmol/m2/d),CO2 Flux adjusted (mmol/m2/d),Whose K1/K2,Whose KHSO4,Which pH Scale,Whose Boron,Whose Air-sea Flux,Windspeed Units,Comment
 287,"23","","3-Oct-13",,,18.900,11.400,10.133,0.000,0.000,1040.260,1026.378,7.830,485.809,487.653,982.542,21.509,22.327,14.109,0.605,0.000,0.000,18.746,0.560,0.335,494.152,11.400,10.133,7.830,485.809,487.653,982.542,21.509,22.327,14.109,0.605,0.000,0.000,18.746,0.560,0.335,494.152,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 288,"24","","3-Oct-13",,,13.200,10.700,10.133,0.000,0.000,918.842,972.209,7.400,1286.767,1291.695,903.896,5.787,62.526,3.237,0.175,0.000,0.000,13.591,0.156,0.090,1308.171,10.700,10.133,7.400,1286.767,1291.695,903.896,5.787,62.526,3.237,0.175,0.000,0.000,13.591,0.156,0.090,1308.171,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 289,"1","","11-Oct-13",,,20.100,12.000,10.133,0.000,0.000,1494.899,1505.131,7.675,1008.802,1012.602,1436.642,23.333,45.155,11.148,0.463,0.000,0.000,19.423,0.604,0.364,1026.643,12.000,10.133,7.675,1008.802,1012.602,1436.642,23.333,45.155,11.148,0.463,0.000,0.000,19.423,0.604,0.364,1026.643,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 290,"2","","11-Oct-13",,,20.400,12.000,10.133,0.000,0.000,1484.738,1536.168,7.465,1644.106,1650.297,1448.069,14.633,73.467,7.151,0.288,0.000,0.000,16.248,0.378,0.228,1673.177,12.000,10.133,7.465,1644.106,1650.297,1448.069,14.633,73.467,7.151,0.288,0.000,0.000,16.248,0.378,0.228,1673.177,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 291,"3","","11-Oct-13",,,20.000,12.000,10.133,0.000,0.000,1452.305,1554.433,7.265,2583.190,2592.918,1429.734,9.007,115.692,4.432,0.180,0.000,0.000,12.048,0.233,0.141,2628.874,12.000,10.133,7.265,2583.190,2592.918,1429.734,9.007,115.692,4.432,0.180,0.000,0.000,12.048,0.233,0.141,2628.874,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 292,"4","","11-Oct-13",,,20.400,12.000,10.133,0.000,0.000,1498.284,1515.404,7.635,1108.642,1112.817,1444.278,21.587,49.539,10.429,0.426,0.000,0.000,19.002,0.557,0.337,1128.245,12.000,10.133,7.635,1108.642,1112.817,1444.278,21.587,49.539,10.429,0.426,0.000,0.000,19.002,0.557,0.337,1128.245,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 293,"5","","11-Oct-13",,,20.400,12.000,10.133,0.000,0.000,1498.425,1515.549,7.635,1108.748,1112.923,1444.416,21.589,49.544,10.429,0.426,0.000,0.000,19.002,0.557,0.337,1128.353,12.000,10.133,7.635,1108.748,1112.923,1444.416,21.589,49.544,10.429,0.426,0.000,0.000,19.002,0.557,0.337,1128.353,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 294,"6","","11-Oct-13",,,20.500,12.000,10.133,0.000,0.000,1496.025,1536.808,7.515,1470.446,1475.983,1454.598,16.541,65.669,8.051,0.324,0.000,0.000,17.209,0.427,0.258,1496.445,12.000,10.133,7.515,1470.446,1475.983,1454.598,16.541,65.669,8.051,0.324,0.000,0.000,17.209,0.427,0.258,1496.445,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 295,"7","","11-Oct-13",,,20.600,12.100,10.133,0.000,0.000,1504.128,1520.701,7.635,1111.548,1115.729,1449.380,21.869,49.453,10.602,0.433,0.000,0.000,18.992,0.564,0.341,1131.299,12.100,10.133,7.635,1111.548,1115.729,1449.380,21.869,49.453,10.602,0.433,0.000,0.000,18.992,0.564,0.341,1131.299,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 296,"8","","11-Oct-13",,,20.300,12.000,10.133,0.000,0.000,1482.488,1586.080,7.265,2628.548,2638.447,1459.280,9.276,117.523,4.529,0.181,0.000,0.000,12.089,0.240,0.145,2675.029,12.000,10.133,7.265,2628.548,2638.447,1459.280,9.276,117.523,4.529,0.181,0.000,0.000,12.089,0.240,0.145,2675.029,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 297,"9","","11-Oct-13",,,20.400,12.000,10.133,0.000,0.000,1470.591,1574.588,7.260,2635.247,2645.172,1447.708,9.125,117.756,4.510,0.180,0.000,0.000,11.995,0.236,0.142,2681.845,12.000,10.133,7.260,2635.247,2645.172,1447.708,9.125,117.756,4.510,0.180,0.000,0.000,11.995,0.236,0.142,2681.845,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 298,"10","","11-Oct-13",,,20.000,11.900,10.133,0.000,0.000,1486.956,1512.606,7.595,1214.527,1219.107,1438.726,19.309,54.571,9.257,0.381,0.000,0.000,18.506,0.500,0.301,1235.900,11.900,10.133,7.595,1214.527,1219.107,1438.726,19.309,54.571,9.257,0.381,0.000,0.000,18.506,0.500,0.301,1235.900,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 299,"11","","11-Oct-13",,,20.300,12.000,10.133,0.000,0.000,1497.494,1499.937,7.715,916.041,919.491,1433.302,25.679,40.956,12.343,0.511,0.000,0.000,19.653,0.663,0.401,932.239,12.000,10.133,7.715,916.041,919.491,1433.302,25.679,40.956,12.343,0.511,0.000,0.000,19.653,0.663,0.401,932.239,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 300,"12","","11-Oct-13",,,20.100,11.900,10.133,0.000,0.000,1479.266,1563.230,7.335,2228.800,2237.205,1452.398,10.744,100.088,5.216,0.210,0.000,0.000,13.501,0.278,0.168,2268.020,11.900,10.133,7.335,2228.800,2237.205,1452.398,10.744,100.088,5.216,0.210,0.000,0.000,13.501,0.278,0.168,2268.020,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 301,"13","","11-Oct-13",,,20.300,11.900,10.133,0.000,0.000,1482.533,1581.888,7.280,2535.367,2544.928,1458.599,9.564,113.725,4.674,0.186,0.000,0.000,12.377,0.247,0.149,2579.977,11.900,10.133,7.280,2535.367,2544.928,1458.599,9.564,113.725,4.674,0.186,0.000,0.000,12.377,0.247,0.149,2579.977,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 302,"14","","11-Oct-13",,,20.200,12.000,10.133,0.000,0.000,1494.443,1508.166,7.655,1056.650,1060.629,1438.517,22.379,47.270,10.745,0.444,0.000,0.000,19.228,0.579,0.349,1075.336,12.000,10.133,7.655,1056.650,1060.629,1438.517,22.379,47.270,10.745,0.444,0.000,0.000,19.228,0.579,0.349,1075.336,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 303,"15","","11-Oct-13",,,20.300,12.000,10.133,0.000,0.000,1486.973,1538.708,7.465,1648.404,1654.611,1450.395,14.612,73.701,7.100,0.287,0.000,0.000,16.246,0.378,0.228,1677.552,12.000,10.133,7.465,1648.404,1654.611,1450.395,14.612,73.701,7.100,0.287,0.000,0.000,16.246,0.378,0.228,1677.552,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 304,"16","","11-Oct-13",,,20.000,11.900,10.133,0.000,0.000,1481.250,1507.733,7.590,1224.300,1228.917,1433.701,19.021,55.010,9.156,0.376,0.000,0.000,18.426,0.492,0.297,1245.844,11.900,10.133,7.590,1224.300,1228.917,1433.701,19.021,55.010,9.156,0.376,0.000,0.000,18.426,0.492,0.297,1245.844,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 305,"17","","11-Oct-13",,,20.400,12.000,10.133,0.000,0.000,1483.724,1578.202,7.295,2449.778,2459.004,1458.768,9.966,109.468,4.881,0.195,0.000,0.000,12.714,0.257,0.156,2493.095,12.000,10.133,7.295,2449.778,2459.004,1458.768,9.966,109.468,4.881,0.195,0.000,0.000,12.714,0.257,0.156,2493.095,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 306,"18","","11-Oct-13",,,20.300,12.000,10.133,0.000,0.000,1492.179,1511.305,7.625,1132.028,1136.291,1439.726,20.966,50.613,10.130,0.415,0.000,0.000,18.888,0.542,0.327,1152.045,12.000,10.133,7.625,1132.028,1136.291,1439.726,20.966,50.613,10.130,0.415,0.000,0.000,18.888,0.542,0.327,1152.045,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 307,"19","","11-Oct-13",,,20.200,12.000,10.133,0.000,0.000,1486.157,1512.111,7.590,1226.777,1231.397,1437.969,19.261,54.881,9.310,0.382,0.000,0.000,18.428,0.498,0.301,1248.471,12.000,10.133,7.590,1226.777,1231.397,1437.969,19.261,54.881,9.310,0.382,0.000,0.000,18.428,0.498,0.301,1248.471,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 308,"20","","11-Oct-13",,,20.200,12.000,10.133,0.000,0.000,1485.022,1566.132,7.345,2185.508,2193.739,1457.258,11.104,97.770,5.386,0.217,0.000,0.000,13.742,0.287,0.173,2224.157,12.000,10.133,7.345,2185.508,2193.739,1457.258,11.104,97.770,5.386,0.217,0.000,0.000,13.742,0.287,0.173,2224.157,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 309,"21","","11-Oct-13",,,20.400,12.000,10.133,0.000,0.000,1489.162,1559.689,7.385,1990.847,1998.345,1458.470,12.258,88.961,5.978,0.240,0.000,0.000,14.606,0.317,0.191,2026.050,12.000,10.133,7.385,1990.847,1998.345,1458.470,12.258,88.961,5.978,0.240,0.000,0.000,14.606,0.317,0.191,2026.050,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 310,"22","","11-Oct-13",,,20.400,12.100,10.133,0.000,0.000,1501.865,1519.792,7.630,1125.732,1129.966,1448.179,21.473,50.141,10.340,0.425,0.000,0.000,18.955,0.555,0.335,1145.737,12.100,10.133,7.630,1125.732,1129.966,1448.179,21.473,50.141,10.340,0.425,0.000,0.000,18.955,0.555,0.335,1145.737,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 311,"23","","11-Oct-13",,,20.400,12.100,10.133,0.000,0.000,1501.915,1479.235,7.850,662.733,665.225,1414.900,34.817,29.518,16.690,0.706,0.000,0.000,19.475,0.899,0.543,674.510,12.100,10.133,7.850,662.733,665.225,1414.900,34.817,29.518,16.690,0.706,0.000,0.000,19.475,0.899,0.543,674.510,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 312,"24","","11-Oct-13",,,20.400,12.100,10.133,0.000,0.000,1467.835,1597.726,7.180,3173.960,3185.898,1448.735,7.622,141.370,3.772,0.151,0.000,0.000,10.458,0.197,0.119,3230.364,12.100,10.133,7.180,3173.960,3185.898,1448.735,7.622,141.370,3.772,0.151,0.000,0.000,10.458,0.197,0.119,3230.364,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 337,"1","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1828.570,1725.180,8.115,393.449,394.944,1626.189,81.471,17.520,38.093,1.354,0.000,0.000,15.134,2.049,1.267,400.155,11.300,10.133,8.115,393.449,394.944,1626.189,81.471,17.520,38.093,1.354,0.000,0.000,15.134,2.049,1.267,400.155,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 338,"2","","26-Oct-13",,,25.200,11.200,10.133,0.000,0.000,1778.281,1782.048,7.675,1130.126,1134.426,1700.626,30.992,50.430,15.203,0.489,0.000,0.000,19.120,0.779,0.482,1149.293,11.200,10.133,7.675,1130.126,1134.426,1700.626,30.992,50.430,15.203,0.489,0.000,0.000,19.120,0.779,0.482,1149.293,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 339,"3","","26-Oct-13",,,25.000,11.200,10.133,0.000,0.000,1769.559,1749.420,7.785,863.803,867.090,1671.791,39.039,38.590,19.079,0.627,0.000,0.000,19.197,0.982,0.607,878.455,11.200,10.133,7.785,863.803,867.090,1671.791,39.039,38.590,19.079,0.627,0.000,0.000,19.197,0.982,0.607,878.455,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 340,"4","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1832.265,1730.197,8.110,399.331,400.848,1631.608,80.807,17.782,37.712,1.338,0.000,0.000,15.226,2.032,1.256,406.137,11.300,10.133,8.110,399.331,400.848,1631.608,80.807,17.782,37.712,1.338,0.000,0.000,15.226,2.032,1.256,406.137,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 341,"5","","26-Oct-13",,,25.100,11.200,10.133,0.000,0.000,1828.313,1732.068,8.090,418.481,420.073,1636.065,77.318,18.685,36.351,1.269,0.000,0.000,15.543,1.943,1.202,425.578,11.200,10.133,8.090,418.481,420.073,1636.065,77.318,18.685,36.351,1.269,0.000,0.000,15.543,1.943,1.202,425.578,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 342,"6","","26-Oct-13",,,25.100,11.300,10.133,0.000,0.000,1714.095,1753.326,7.515,1598.766,1604.841,1661.215,20.961,71.150,10.648,0.341,0.000,0.000,17.319,0.527,0.326,1626.016,11.300,10.133,7.515,1598.766,1604.841,1661.215,20.961,71.150,10.648,0.341,0.000,0.000,17.319,0.527,0.326,1626.016,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 343,"7","","26-Oct-13",,,25.200,11.300,10.133,0.000,0.000,1820.761,1737.763,8.040,472.802,474.599,1646.937,69.796,21.029,33.095,1.144,0.000,0.000,16.290,1.754,1.085,480.861,11.300,10.133,8.040,472.802,474.599,1646.937,69.796,21.029,33.095,1.144,0.000,0.000,16.290,1.754,1.085,480.861,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 344,"8","","26-Oct-13",,,25.100,11.300,10.133,0.000,0.000,1709.341,1817.410,7.270,2840.508,2851.302,1678.947,12.051,126.412,6.152,0.194,0.000,0.000,12.596,0.303,0.187,2888.923,11.300,10.133,7.270,2840.508,2851.302,1678.947,12.051,126.412,6.152,0.194,0.000,0.000,12.596,0.303,0.187,2888.923,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 345,"9","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1703.948,1747.930,7.495,1667.995,1674.334,1653.781,19.875,74.274,10.125,0.325,0.000,0.000,16.983,0.500,0.309,1696.426,11.300,10.133,7.495,1667.995,1674.334,1653.781,19.875,74.274,10.125,0.325,0.000,0.000,16.983,0.500,0.309,1696.426,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 346,"10","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1836.939,1730.310,8.125,385.301,386.765,1629.609,83.544,17.157,38.864,1.385,0.000,0.000,14.984,2.101,1.299,391.869,11.300,10.133,8.125,385.301,386.765,1629.609,83.544,17.157,38.864,1.385,0.000,0.000,14.984,2.101,1.299,391.869,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 347,"11","","26-Oct-13",,,25.100,11.200,10.133,0.000,0.000,1830.588,1719.681,8.140,368.728,370.131,1617.452,85.766,16.463,40.188,1.424,0.000,0.000,14.712,2.156,1.333,374.982,11.200,10.133,8.140,368.728,370.131,1617.452,85.766,16.463,40.188,1.424,0.000,0.000,14.712,2.156,1.333,374.982,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 348,"12","","26-Oct-13",,,25.000,11.200,10.133,0.000,0.000,1768.166,1768.982,7.690,1085.941,1090.073,1688.781,31.688,48.514,15.526,0.504,0.000,0.000,19.203,0.797,0.493,1104.360,11.200,10.133,7.690,1085.941,1090.073,1688.781,31.688,48.514,15.526,0.504,0.000,0.000,19.203,0.797,0.493,1104.360,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 349,"13","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1832.867,1748.978,8.045,471.113,472.904,1657.329,70.671,20.978,33.053,1.152,0.000,0.000,16.306,1.777,1.099,479.144,11.300,10.133,8.045,471.113,472.904,1657.329,70.671,20.978,33.053,1.152,0.000,0.000,16.306,1.777,1.099,479.144,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 350,"14","","26-Oct-13",,,25.100,11.200,10.133,0.000,0.000,1820.653,1728.861,8.075,432.877,434.524,1634.893,74.640,19.327,35.263,1.226,0.000,0.000,15.777,1.876,1.160,440.219,11.200,10.133,8.075,432.877,434.524,1634.893,74.640,19.327,35.263,1.226,0.000,0.000,15.777,1.876,1.160,440.219,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 351,"15","","26-Oct-13",,,24.900,11.200,10.133,0.000,0.000,1746.829,1790.200,7.505,1670.013,1676.367,1694.836,20.715,74.649,10.267,0.328,0.000,0.000,17.180,0.521,0.322,1698.340,11.200,10.133,7.505,1670.013,1676.367,1694.836,20.715,74.649,10.267,0.328,0.000,0.000,17.180,0.521,0.322,1698.340,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 352,"16","","26-Oct-13",,,25.000,11.200,10.133,0.000,0.000,1838.027,1728.789,8.135,375.500,376.928,1626.959,85.054,16.775,39.563,1.404,0.000,0.000,14.845,2.139,1.322,381.869,11.200,10.133,8.135,375.500,376.928,1626.959,85.054,16.775,39.563,1.404,0.000,0.000,14.845,2.139,1.322,381.869,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 353,"17","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1752.765,1816.557,7.425,2025.044,2032.740,1708.904,17.480,90.173,8.662,0.276,0.000,0.000,15.745,0.440,0.272,2059.562,11.300,10.133,7.425,2025.044,2032.740,1708.904,17.480,90.173,8.662,0.276,0.000,0.000,15.745,0.440,0.272,2059.562,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 354,"18","","26-Oct-13",,,24.900,11.200,10.133,0.000,0.000,1841.855,1725.355,8.160,353.290,354.634,1620.090,89.473,15.792,41.342,1.484,0.000,0.000,14.470,2.251,1.391,359.283,11.200,10.133,8.160,353.290,354.634,1620.090,89.473,15.792,41.342,1.484,0.000,0.000,14.470,2.251,1.391,359.283,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 355,"19","","26-Oct-13",,,24.900,11.300,10.133,0.000,0.000,1831.563,1731.400,8.105,404.782,406.320,1633.599,79.765,18.035,37.120,1.320,0.000,0.000,15.343,2.007,1.240,411.682,11.300,10.133,8.105,404.782,406.320,1633.599,79.765,18.035,37.120,1.320,0.000,0.000,15.343,2.007,1.240,411.682,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 356,"20","","26-Oct-13",,,24.900,11.300,10.133,0.000,0.000,1810.904,1777.124,7.845,765.384,768.292,1697.475,45.548,34.101,21.622,0.725,0.000,0.000,18.925,1.146,0.708,778.430,11.300,10.133,7.845,765.384,768.292,1697.475,45.548,34.101,21.622,0.725,0.000,0.000,18.925,1.146,0.708,778.430,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 357,"21","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1657.851,1802.710,7.160,3566.072,3579.624,1634.833,9.085,158.793,4.769,0.150,0.000,0.000,10.446,0.228,0.141,3626.857,11.300,10.133,7.160,3566.072,3579.624,1634.833,9.085,158.793,4.769,0.150,0.000,0.000,10.446,0.228,0.141,3626.857,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 358,"22","","26-Oct-13",,,25.000,11.300,10.133,0.000,0.000,1842.328,1732.520,8.135,376.673,378.104,1630.225,85.523,16.773,39.648,1.418,0.000,0.000,14.828,2.151,1.330,383.093,11.300,10.133,8.135,376.673,378.104,1630.225,85.523,16.773,39.648,1.418,0.000,0.000,14.828,2.151,1.330,383.093,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 359,"23","","26-Oct-13",,,25.100,11.200,10.133,0.000,0.000,1842.264,1713.760,8.195,321.948,323.173,1602.915,96.470,14.375,44.799,1.616,0.000,0.000,13.828,2.425,1.499,327.408,11.200,10.133,8.195,321.948,323.173,1602.915,96.470,14.375,44.799,1.616,0.000,0.000,13.828,2.425,1.499,327.408,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 360,"24","","26-Oct-13",,,24.800,11.300,10.133,0.000,0.000,1826.662,1790.765,7.855,754.241,757.107,1710.306,46.836,33.624,21.958,0.740,0.000,0.000,18.904,1.179,0.728,767.098,11.300,10.133,7.855,754.241,757.107,1710.306,46.836,33.624,21.958,0.740,0.000,0.000,18.904,1.179,0.728,767.098,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 409,"MARINA","","18-Jul-13",,,21.100,19.100,10.133,0.000,0.000,1712.889,1530.275,8.330,230.413,231.206,1388.196,133.820,8.259,52.962,4.096,0.000,0.000,11.078,3.507,2.160,236.299,19.100,10.133,8.330,230.413,231.206,1388.196,133.820,8.259,52.962,4.096,0.000,0.000,11.078,3.507,2.160,236.299,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
 410,"MARINA","","25-Jul-13",,,22.350,18.450,10.133,0.000,0.000,1668.174,1632.530,7.805,849.483,852.430,1556.324,45.392,30.814,19.886,1.195,0.000,0.000,18.356,1.177,0.729,870.432,18.450,10.133,7.805,849.483,852.430,1556.324,45.392,30.814,19.886,1.195,0.000,0.000,18.356,1.177,0.729,870.432,0.000,0.000,0.000,0.000,"Millero, 2006","Dickson, 1990","NBS scale (mol/kg-H2O)","Uppstrom, 1974","Wanninkhof, 1992","m/sec",""
